,id,type,subtype,price,transactionType,zip,visualisationOption,cuisine_type,constructionYear,condition,heatingType,room_number,atticExists,basementExists,hasSwimmingPool,parking intérieur,parking extérieur,short_id,company_name,mètres carrés,commune
389,8976268,apartment,apartment,215000,for sale,1090,xl,semi equipped,1977.0,good,gas,2.0,False,True,False,0.0,0.0,3155272,jet&#039; immo,91,Jette
398,8905545,apartment,apartment,215000,for sale,6600,xl,installed,2014.0,good,gas,2.0,False,False,False,1.0,0.0,5216,topimmo bastogne - arlon - neufchâteau,103,Bastogne
399,9021374,apartment,apartment,219000,for sale,2060,xl,installed,1965.0,good,gas,2.0,False,True,False,0.0,0.0,3393240,kasper &amp; kent,80,Anvers
403,8939236,apartment,apartment,220000,for sale,4500,xl,installed,1980.0,to renovate,gas,3.0,False,True,False,0.0,0.0,2778803,immobilière bertrand huy,135,Huy
414,8923628,apartment,apartment,225000,for sale,4500,xl,installed,1968.0,good,fueloil,2.0,False,True,False,1.0,0.0,682408,label immo sprl,140,Huy
419,9016883,apartment,apartment,229000,for sale,4000,xl,hyper equipped,1976.0,as new,gas,2.0,False,True,False,1.0,0.0,682408,label immo sprl,90,Liege
420,8797586,apartment,apartment,229000,for sale,1020,xl,installed,1951.0,good,gas,2.0,False,True,False,0.0,0.0,208736,urban concept sprl,92,Laeken
423,8765760,apartment,apartment,229000,for sale,8370,xl,installed,1964.0,good,gas,1.0,False,False,False,0.0,0.0,2759428,immo marina,59,Blankenberge
424,8645321,apartment,apartment,229000,for sale,8400,xl,installed,1960.0,just renovated,gas,2.0,False,False,False,0.0,0.0,2252397,agence dermul,55,Ostende
425,8217893,apartment,apartment,229000,for sale,8400,xl,installed,1960.0,good,gas,2.0,False,False,False,0.0,0.0,2252397,agence dermul,90,Ostende
426,6472703,apartment,apartment,229000,for sale,8400,xl,installed,1950.0,good,gas,2.0,False,False,False,0.0,0.0,2252397,agence dermul,80,Ostende
427,8986927,apartment,apartment,229000,for sale,9000,xl,installed,2001.0,to be done up,electric,1.0,False,False,False,0.0,0.0,1000122,dewaele | vastgoed met advies gent,70,Gand
430,8856510,apartment,apartment,230000,for sale,3200,xl,installed,1976.0,to be done up,gas,3.0,False,False,False,2.0,0.0,1000159,immo liv&#039;it,134,Aarschot
435,9007835,apartment,apartment,235000,for sale,1190,xl,installed,2000.0,as new,gas,2.0,False,False,False,0.0,0.0,3002218,om-immo sprl,75,Forest
437,8806164,apartment,apartment,234000,for sale,4020,xl,installed,2006.0,as new,gas,2.0,False,True,False,1.0,0.0,652522,groupe cadimmo trooz-liège-sprimont,95,Liege
444,6875810,apartment,duplex,235000,for sale,8370,xl,installed,2005.0,good,gas,3.0,False,True,False,0.0,0.0,2759428,immo marina,118,Blankenberge
446,8925773,apartment,apartment,235000,for sale,4020,xl,installed,1965.0,good,gas,2.0,False,True,False,0.0,0.0,999811,engel &amp; völkers liège,130,Li%C3%A8ge
448,8962088,apartment,apartment,237000,for sale,1200,xl,installed,1974.0,to renovate,gas,2.0,False,False,False,0.0,0.0,145409,expertissimmo,77,Woluwe-Saint-Lambert
450,9013464,apartment,apartment,237000,for sale,2630,xl,installed,1984.0,good,gas,2.0,False,False,False,0.0,0.0,2193780,walbers immo aartselaar,102,Aartselaar
455,8952370,apartment,apartment,239000,for sale,2610,xl,installed,1964.0,as new,gas,3.0,False,True,False,0.0,1.0,1237655,chase,126,Wilrijk
457,8910723,apartment,apartment,239000,for sale,2660,xl,semi equipped,1979.0,good,gas,3.0,False,False,False,1.0,0.0,1237655,chase,102,Hoboken
462,8878021,apartment,apartment,240000,for sale,1090,xl,semi equipped,2004.0,good,electric,2.0,False,False,False,1.0,0.0,2062,walbers immo willebroek,93,Jette
466,8949554,apartment,apartment,240000,for sale,5170,xl,installed,2012.0,as new,fueloil,2.0,False,True,False,1.0,0.0,1451,trevi namur,90,Profondeville
476,9025244,apartment,apartment,245000,for sale,8400,xl,installed,2016.0,good,gas,1.0,False,False,False,0.0,0.0,3412232,min-us vastgoedexpert,67,Ostende
477,8831222,apartment,penthouse,248000,for sale,1020,xl,installed,1958.0,good,gas,2.0,False,False,False,0.0,0.0,2959413,residency,82,Laeken
483,8789666,apartment,duplex,249000,for sale,1070,xl,installed,2006.0,as new,electric,4.0,False,True,False,0.0,0.0,2705758,allur,125,Anderlecht
484,8870433,apartment,apartment,249000,for sale,1200,xl,installed,1969.0,good,gas,2.0,False,True,False,0.0,10.0,2305,abita agence immobilière scrl,75,Woluwe-Saint-Lambert
485,8940440,apartment,apartment,249000,for sale,1140,xl,semi equipped,1966.0,to renovate,gas,4.0,False,True,False,0.0,0.0,1744558,chrysalide sprl,106,Evere
486,8990990,apartment,apartment,249000,for sale,2870,xl,installed,1999.0,good,gas,3.0,False,False,False,0.0,0.0,459890,trevi axus,125,PUURS
487,8953219,apartment,apartment,249000,for sale,4000,xl,semi equipped,1963.0,to be done up,fueloil,3.0,False,True,False,0.0,0.0,2144544,label immo sprl,125,Liege
488,8999528,apartment,apartment,249000,for sale,8370,xl,installed,1967.0,good,gas,2.0,False,False,False,0.0,0.0,2759428,immo marina,78,Blankenberge
497,8895704,apartment,apartment,250000,for sale,1500,xl,semi equipped,1997.0,good,gas,2.0,False,True,False,1.0,0.0,2041,multimmo bvba,97,Halle
501,8669611,apartment,apartment,250000,for sale,8400,xl,installed,2008.0,good,gas,2.0,False,False,False,0.0,0.0,2252397,agence dermul,95,Ostende
503,8939113,apartment,apartment,250000,for sale,6700,xl,installed,2004.0,good,gas,1.0,False,True,False,1.0,0.0,695471,double v immobilière,80,Arlon
527,8970998,apartment,duplex,260000,for sale,1790,xl,installed,2012.0,as new,gas,2.0,False,False,False,1.0,0.0,2959381,immo-expert &amp; co,111,Affligem
528,8486328,apartment,service flat,260000,for sale,2830,xl,installed,2010.0,good,gas,1.0,False,True,True,0.0,0.0,2062,walbers immo willebroek,75,Willebroek
533,8996759,apartment,apartment,262500,for sale,8400,xl,installed,2003.0,as new,electric,2.0,False,False,False,0.0,1.0,501124,dewaele vastgoed &amp; advies oostende,97,Ostende
535,8827250,apartment,apartment,265000,for sale,1030,xl,semi equipped,1960.0,good,gas,2.0,False,True,False,0.0,0.0,2305,abita agence immobilière scrl,136,Schaerbeek
543,8902503,apartment,apartment,269000,for sale,1040,xl,usa hyper equipped,2011.0,as new,gas,1.0,False,True,False,0.0,0.0,2475430,new deal properties,65,Etterbeek
545,9000079,apartment,apartment,269000,for sale,1150,xl,usa hyper equipped,1998.0,as new,gas,1.0,False,False,False,0.0,1.0,2305,abita agence immobilière scrl,55,Woluwe-Saint-Pierre
547,9021607,apartment,apartment,269000,for sale,1932,xl,usa hyper equipped,1998.0,as new,gas,1.0,False,False,False,0.0,1.0,2305,abita agence immobilière scrl,55,Zaventem%20Sint-Stevens-Woluwe
548,9021608,apartment,apartment,269000,for sale,1950,xl,usa hyper equipped,1998.0,as new,gas,1.0,False,False,False,0.0,1.0,2305,abita agence immobilière scrl,55,Kraainem
549,9004297,apartment,apartment,269000,for sale,8370,xl,installed,1964.0,good,gas,3.0,False,True,False,0.0,0.0,2759428,immo marina,75,Blankenberge
551,8983724,apartment,apartment,270000,for sale,6700,xl,installed,2015.0,good,gas,2.0,False,True,False,1.0,0.0,695471,double v immobilière,85,Arlon
553,8951289,apartment,apartment,275000,for sale,1020,xl,usa hyper equipped,1955.0,as new,gas,2.0,False,True,False,0.0,0.0,2959413,residency,100,Laeken
554,9016220,apartment,apartment,275000,for sale,1000,xl,usa hyper equipped,2005.0,as new,electric,2.0,False,False,False,1.0,0.0,1731013,orientations,82,Bruxelles%20ville
555,9021696,apartment,duplex,275000,for sale,4633,xl,hyper equipped,2016.0,as new,gas,4.0,False,False,False,0.0,2.0,2654558,allen keapler &amp; partners,200,Soumagne
556,8842680,apartment,apartment,275000,for sale,6700,xl,installed,2005.0,good,electric,2.0,False,True,False,1.0,0.0,695471,double v immobilière,116,Arlon
558,8994386,apartment,apartment,275000,for sale,1400,xl,usa installed,2008.0,good,gas,3.0,False,True,False,0.0,1.0,3229424,delfimmo,120,Nivelles
560,8825831,apartment,apartment,275000,for sale,8400,xl,installed,2007.0,good,gas,2.0,False,True,False,0.0,1.0,2252397,agence dermul,85,Ostende
568,8730798,apartment,apartment,279000,for sale,1190,xl,semi equipped,1974.0,good,gas,3.0,False,True,False,1.0,0.0,3229424,delfimmo,102,Forest
569,8866859,apartment,apartment,280000,for sale,8400,xl,installed,2006.0,good,gas,2.0,False,True,False,0.0,1.0,2252397,agence dermul,85,Ostende
592,9023960,apartment,apartment,290000,for sale,1200,xl,installed,1963.0,just renovated,gas,2.0,False,True,False,1.0,0.0,1229100,direct immo,78,WOLUW%C3%89-SAINT-LAMBERT
593,8932945,apartment,apartment,289000,for sale,8400,xl,installed,2006.0,as new,gas,2.0,False,False,False,0.0,0.0,2252397,agence dermul,85,Ostende
600,8990720,apartment,apartment,294000,for sale,1000,xl,hyper equipped,2012.0,as new,gas,2.0,False,True,False,1.0,0.0,943623,espace immo brussels centre,95,BRUXELLES
603,8843518,apartment,apartment,295000,for sale,1020,xl,installed,1955.0,as new,fueloil,2.0,False,True,False,1.0,1.0,2959413,residency,105,Laeken
608,8948849,apartment,apartment,295000,for sale,1050,xl,semi equipped,1960.0,good,fueloil,2.0,False,True,False,1.0,0.0,3623946,by the way,89,Ixelles
612,8897090,apartment,apartment,295000,for sale,4620,xl,hyper equipped,2012.0,as new,gas,2.0,False,True,False,0.0,1.0,845221,bureau godin – liège/charleroi,108,Fl%C3%A9ron
615,8960089,apartment,penthouse,299000,for sale,1020,xl,installed,1979.0,good,gas,2.0,False,True,False,1.0,2.0,208736,urban concept sprl,89,Laeken
616,9020281,apartment,apartment,295000,for sale,9320,xl,installed,2008.0,good,gas,2.0,False,False,False,0.0,0.0,1110740,smart vastgoed,104,Erembodegem
622,7690467,apartment,apartment,299000,for sale,8370,xl,installed,1992.0,good,electric,2.0,False,False,False,0.0,0.0,2759428,immo marina,70,Blankenberge
624,9000056,apartment,apartment,299000,for sale,8450,xl,installed,2012.0,as new,gas,3.0,False,False,False,0.0,0.0,501124,dewaele vastgoed &amp; advies oostende,90,Bredene
625,8762867,apartment,duplex,299500,for sale,8400,xl,installed,2009.0,good,gas,3.0,False,False,False,0.0,0.0,2252397,agence dermul,143,Ostende
627,8984825,apartment,apartment,299900,for sale,8400,xl,installed,1988.0,to be done up,electric,2.0,False,False,False,0.0,0.0,2252397,agence dermul,64,Ostende
635,8762866,apartment,apartment,309000,for sale,8400,xl,hyper equipped,1955.0,as new,fueloil,2.0,False,True,False,0.0,0.0,2252397,agence dermul,104,Ostende
638,9000406,apartment,apartment,315000,for sale,1210,xl,installed,2000.0,good,gas,2.0,False,True,False,2.0,2.0,2294300,immo style - immo lofts group bruxelles,107,Saint-Josse-ten-Noode
644,8865869,apartment,apartment,315000,for sale,4020,xl,usa hyper equipped,2012.0,as new,gas,2.0,False,True,False,0.0,0.0,2301,noblué immobilier,110,Liege
652,8858306,apartment,apartment,325000,for sale,1060,xl,hyper equipped,1920.0,good,fueloil,1.0,False,False,False,0.0,0.0,2959413,residency,80,Saint-Gilles
659,8929314,apartment,apartment,325000,for sale,4460,xl,not installed,1850.0,as new,gas,2.0,False,False,False,0.0,2.0,2222,trevi rasquain,216,HORION-HOZ%C3%89MONT
660,8627399,apartment,apartment,325000,for sale,8670,xl,installed,1970.0,just renovated,gas,2.0,False,False,False,0.0,0.0,1096597,groep caenen oostduinkerke-koksijde-nieuwpoort,88,Koksijde
663,8836534,apartment,apartment,327000,for sale,1410,xl,hyper equipped,1969.0,as new,fueloil,2.0,False,True,False,0.0,1.0,1503,cap sud braine waterloo,85,Waterloo
668,8837812,apartment,flat studio,329500,for sale,1000,xl,usa hyper equipped,2015.0,as new,gas,0.0,False,False,False,1.0,0.0,1599,trevi  group,56,BRUXELLES
669,8811743,apartment,apartment,329000,for sale,8370,xl,installed,1994.0,good,electric,2.0,False,True,False,0.0,0.0,2759428,immo marina,74,Blankenberge
670,8960032,apartment,apartment,330000,for sale,9140,xl,hyper equipped,2007.0,good,gas,3.0,False,False,False,1.0,0.0,2292,van hoye vastgoed,126,Tamise
674,9025197,apartment,apartment,338000,for sale,9100,xl,installed,2003.0,good,gas,3.0,False,True,False,2.0,0.0,1387663,quares,136,SINT-NIKLAAS
683,8961100,apartment,apartment,340000,for sale,1050,xl,installed,1960.0,good,fueloil,2.0,False,True,False,1.0,1.0,2305,abita agence immobilière scrl,98,Ixelles
689,8555189,apartment,service flat,343000,for sale,2830,xl,installed,2010.0,good,gas,1.0,False,True,True,0.0,0.0,2062,walbers immo willebroek,117,Willebroek
693,8968496,apartment,apartment,345000,for sale,1080,xl,hyper equipped,2001.0,as new,electric,3.0,False,True,False,1.0,0.0,2347011,wellianss,125,Molenbeek-Saint-Jean
694,8786816,apartment,apartment,349000,for sale,8400,xl,installed,2007.0,good,gas,2.0,False,False,False,0.0,0.0,2252397,agence dermul,114,Ostende
695,9016781,apartment,duplex,349000,for sale,6041,xl,installed,2014.0,as new,gas,3.0,False,False,False,2.0,0.0,845221,bureau godin – liège/charleroi,133,Charleroi%20Gosselies
698,9005092,apartment,apartment,349000,for sale,8490,xl,installed,2007.0,good,gas,3.0,False,False,False,0.0,1.0,1508548,immo woon !,137,VARSENARE
699,9019451,apartment,apartment,350000,for sale,1040,xl,usa hyper equipped,2010.0,as new,gas,1.0,False,False,False,0.0,0.0,2916018,sky realty,60,Etterbeek
710,8430537,apartment,apartment,359000,for sale,8400,xl,installed,2006.0,as new,gas,2.0,False,False,False,0.0,0.0,2252397,agence dermul,110,Ostende
711,9010512,apartment,apartment,359500,for sale,1140,xl,usa installed,2008.0,good,gas,3.0,False,True,False,1.0,0.0,195009,casalina real estate,116,Evere
714,8971005,apartment,apartment,365000,for sale,1420,xl,usa hyper equipped,2009.0,as new,gas,2.0,False,True,False,0.0,1.0,3155272,jet&#039; immo,135,Braine-l'Alleud
716,8790429,apartment,penthouse,365000,for sale,8370,xl,installed,2005.0,good,electric,3.0,False,False,False,0.0,0.0,2759428,immo marina,100,Blankenberge
718,8999372,apartment,apartment,369000,for sale,3000,xl,installed,1972.0,good,fueloil,3.0,False,True,False,0.0,0.0,3433489,immo-time,79,Louvain
723,8964628,apartment,apartment,375000,for sale,1200,xl,semi equipped,1976.0,good,gas,3.0,False,True,False,0.0,0.0,1584,sorimo  - bruxelles,128,Woluwe-Saint-Lambert
724,8843395,apartment,apartment,375000,for sale,8400,xl,installed,1979.0,just renovated,gas,1.0,False,False,False,0.0,0.0,501124,dewaele vastgoed &amp; advies oostende,75,Ostende
725,9010281,apartment,apartment,385000,for sale,1070,xl,hyper equipped,2020.0,as new,gas,2.0,False,True,False,1.0,0.0,1731013,orientations,111,Anderlecht
726,8915985,apartment,apartment,375000,for sale,8400,xl,installed,2017.0,as new,gas,2.0,False,False,False,0.0,0.0,501124,dewaele vastgoed &amp; advies oostende,100,Ostende
727,7927695,apartment,penthouse,379000,for sale,2830,xl,installed,2011.0,good,gas,3.0,False,True,False,1.0,0.0,2062,walbers immo willebroek,144,Willebroek
728,8816416,apartment,duplex,375000,for sale,7034,xl,hyper equipped,2000.0,good,gas,4.0,False,False,False,2.0,1.0,2575488,we invest real estate,330,"Mons%20Obourg,Saint-Denis"
729,8983163,apartment,apartment,385000,for sale,1200,xl,installed,2005.0,as new,gas,2.0,False,False,False,0.0,1.0,2513067,color properties,115,Woluwe-Saint-Lambert
732,8825423,apartment,apartment,395000,for sale,1180,xl,installed,1946.0,just renovated,gas,3.0,False,True,False,2.0,0.0,1716917,upgrade immo,121,Uccle
733,8837186,apartment,apartment,395000,for sale,1190,xl,installed,1930.0,just renovated,fueloil,2.0,False,True,False,1.0,0.0,1716917,upgrade immo,139,Forest
734,8956701,apartment,apartment,390000,for sale,1160,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,1.0,25.0,2352,latour et petit vente,90,Auderghem
735,8817737,apartment,penthouse,395000,for sale,1050,xl,installed,1975.0,just renovated,gas,1.0,False,True,False,1.0,0.0,1716917,upgrade immo,70,Ixelles
738,9011174,apartment,apartment,398000,for sale,1180,xl,hyper equipped,1970.0,as new,gas,3.0,False,True,False,1.0,0.0,1731013,orientations,121,Uccle
739,8921964,apartment,apartment,395000,for sale,8370,xl,installed,2009.0,as new,gas,3.0,False,False,False,0.0,0.0,1526,dewaele | vastgoed met advies brugge,109,Blankenberge
742,8982512,apartment,apartment,398500,for sale,2020,xl,hyper equipped,1930.0,good,gas,3.0,False,True,False,0.0,0.0,1223953,resa vastgoed,157,Anvers
746,9009061,apartment,apartment,410000,for sale,1200,xl,usa hyper equipped,2008.0,good,gas,3.0,False,True,False,1.0,0.0,2237559,montois immobilier,125,Woluwe-St-Lambert
752,8948176,apartment,penthouse,419000,for sale,4653,xl,usa hyper equipped,2016.0,as new,electric,2.0,False,True,True,1.0,2.0,2654558,allen keapler &amp; partners,150,Herve
755,8948175,apartment,penthouse,419000,for sale,4650,xl,usa hyper equipped,2016.0,as new,electric,2.0,False,True,True,1.0,2.0,2654558,allen keapler &amp; partners,150,Herve
757,7503606,apartment,apartment,420000,for sale,1000,xl,hyper equipped,2014.0,as new,gas,3.0,False,True,False,0.0,0.0,2969481,op - office des propriétaires,105,Bruxelles%20ville
758,8851769,apartment,apartment,420000,for sale,1030,xl,hyper equipped,2008.0,as new,gas,2.0,False,False,False,0.0,1.0,2513067,color properties,116,Schaerbeek
759,8978185,apartment,apartment,430000,for sale,1180,xl,hyper equipped,1925.0,good,fueloil,3.0,False,True,False,0.0,0.0,1599568,engel &amp; völkers place brugmann,139,Uccle
772,8955877,apartment,apartment,449000,for sale,1050,xl,hyper equipped,1947.0,as new,fueloil,2.0,False,True,False,0.0,0.0,2392,metropole properties,140,Ixelles
773,8481892,apartment,apartment,449000,for sale,1000,xl,hyper equipped,1995.0,as new,gas,2.0,False,True,False,1.0,0.0,1731013,orientations,115,Bruxelles%20ville
775,8623489,apartment,apartment,449000,for sale,1200,xl,usa hyper equipped,2001.0,as new,gas,3.0,False,True,False,1.0,1.0,2305,abita agence immobilière scrl,139,Woluwe-Saint-Lambert
776,8768156,apartment,penthouse,449000,for sale,8370,xl,installed,1988.0,as new,gas,2.0,False,True,False,0.0,0.0,2759428,immo marina,64,Blankenberge
778,8967721,apartment,apartment,450000,for sale,4460,xl,installed,1850.0,as new,gas,4.0,False,False,False,0.0,2.0,2222,trevi rasquain,245,HORION-HOZ%C3%89MONT
784,8922657,apartment,apartment,469000,for sale,8400,xl,installed,1958.0,good,gas,2.0,False,True,False,0.0,0.0,2252397,agence dermul,87,Ostende
785,8916319,apartment,apartment,469000,for sale,1050,xl,installed,1970.0,good,fueloil,4.0,False,True,False,1.0,0.0,2392,metropole properties,160,Ixelles
789,8983177,apartment,apartment,470000,for sale,3020,xl,installed,2008.0,good,gas,4.0,False,True,False,2.0,0.0,1000159,immo liv&#039;it,141,Herent
794,8992274,apartment,apartment,485000,for sale,1050,xl,hyper equipped,1936.0,to be done up,fueloil,3.0,False,False,False,0.0,0.0,2513067,color properties,170,Ixelles
797,8925724,apartment,penthouse,495000,for sale,1030,xl,usa hyper equipped,2010.0,as new,gas,3.0,False,False,False,0.0,2.0,2513067,color properties,138,Schaerbeek
